candidate,info,winner,award_name,year,page,label,work_uuid,agent_uuid
Boy Erased,Joel Edgerton,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Boy Erased (2018),12cae409-6314-4823-967b-7095b2166ef2,bdc35dc0-25f7-4edf-b580-73aafae44d9d
Breath,Mark Johnson,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Breath (2018),fdfaf7f9-8bdd-4e02-bc53-00376062b5cd,25405684-ec17-4e54-b366-0056ac5f841a
Breath,Simon Baker,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Breath (2018),fdfaf7f9-8bdd-4e02-bc53-00376062b5cd,c31f8ff9-96ed-4255-b70c-88b0e71be416
Breath,Jamie Hilton,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Breath (2018),fdfaf7f9-8bdd-4e02-bc53-00376062b5cd,5c12fe0f-1e97-46b1-b8b8-a0cce32ee428
Cargo,Samantha Jennings,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Cargo (2018),bb4a1201-9156-48f1-900a-7ae99f2631bd,3def94eb-4833-4bda-973d-67afa5c050b7
Cargo,Kristina Ceyton,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Cargo (2018),bb4a1201-9156-48f1-900a-7ae99f2631bd,d391e800-82e7-4655-af53-4e8a5dac2622
Cargo,Russell Ackerman,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Cargo (2018),bb4a1201-9156-48f1-900a-7ae99f2631bd,be1907d0-7d4c-4849-a846-f7f190b5a7db
Cargo,John Schoenfelder,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Cargo (2018),bb4a1201-9156-48f1-900a-7ae99f2631bd,784b2e84-4c85-4071-bc6a-397c3de51ad5
Cargo,Mark Patterson,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Cargo (2018),bb4a1201-9156-48f1-900a-7ae99f2631bd,85348e93-c02d-4eef-bdac-e07033fa3848
Ladies In Black,Allanah Zitserman,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Ladies In Black (2018),69d201d5-4c21-45b1-a259-9c8b80723365,b2e567e6-c808-46a3-a4fb-7c07593e253c
Ladies In Black,Sue Milliken,False,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Ladies In Black (2018),69d201d5-4c21-45b1-a259-9c8b80723365,9411b095-342a-43d3-aaa1-31a6ea936171
Sweet Country,Greer Simpkin,True,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Sweet Country (2018),4b583750-55c7-43be-b4d8-a2a2be36bc87,5da28a6f-48f9-4fd1-ae73-ed2a9f50fd23
Sweet Country,David Jowsey,True,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Sweet Country (2018),4b583750-55c7-43be-b4d8-a2a2be36bc87,b5f4499b-f9e7-4352-9c90-7bc9d0ef684b
Sweet Country,David Tranter,True,AACTA Award for Best Film Presented by Foxtel,2018,feature-filmm,Sweet Country (2018),4b583750-55c7-43be-b4d8-a2a2be36bc87,536257ac-691b-4b7d-9ff5-16d726ce2d08
Hotel Mumbai,Basil Iwanyk,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Hotel Mumbai (2019),39cb5850-6d0e-46d5-a7fc-60237615e60a,4b4557e7-a8ec-439b-aa7c-40d085be4285
Hotel Mumbai,Gary Hamilton,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Hotel Mumbai (2019),39cb5850-6d0e-46d5-a7fc-60237615e60a,3a806eae-dd28-4e97-acf9-c973e276468f
Hotel Mumbai,Mike Gabrawy,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Hotel Mumbai (2019),39cb5850-6d0e-46d5-a7fc-60237615e60a,6264778c-0c97-414b-a770-c22dd81e950f
Hotel Mumbai,Julie Ryan,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Hotel Mumbai (2019),39cb5850-6d0e-46d5-a7fc-60237615e60a,7eb91846-abe0-4a34-88c2-5e5f0dbf6ad2
Hotel Mumbai,Andrew Ogilvie,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Hotel Mumbai (2019),39cb5850-6d0e-46d5-a7fc-60237615e60a,02bcd807-9820-4fab-985a-688197b1d4c9
Judy & Punch,Michele Bennett,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Judy & Punch (2019),72030161-f79f-46b8-aa64-b3ef60c08c2e,9b66dbda-6e77-443f-8cfc-4fc091bf56fc
Judy & Punch,Nash Edgerton,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Judy & Punch (2019),72030161-f79f-46b8-aa64-b3ef60c08c2e,49a96033-1b1d-4835-b80c-d97585defa91
Judy & Punch,Danny Gabai,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Judy & Punch (2019),72030161-f79f-46b8-aa64-b3ef60c08c2e,5539b868-d749-4365-b805-7eaddb24c9e2
The King,Brad Pitt,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The King (2019),786d7fbd-6eee-4ef5-b97e-9a7daebb4b06,1d48d663-25b7-4d06-aa05-c184d5a6622d
The King,Dede Gardner,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The King (2019),786d7fbd-6eee-4ef5-b97e-9a7daebb4b06,9b9de30f-1bb6-4e51-9804-faccc928cc9f
The King,Jeremy Kleiner,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The King (2019),786d7fbd-6eee-4ef5-b97e-9a7daebb4b06,64d4f991-6a25-4596-b6e1-a631696f3e6b
The King,Liz Watts,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The King (2019),786d7fbd-6eee-4ef5-b97e-9a7daebb4b06,b9433c2a-3cbd-45b4-8e6b-3cb57fc5ff01
The King,David Michôd,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The King (2019),786d7fbd-6eee-4ef5-b97e-9a7daebb4b06,b97a35d7-b5a9-45db-9d31-5db196b52ab7
The King,Joel Edgerton,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The King (2019),786d7fbd-6eee-4ef5-b97e-9a7daebb4b06,bdc35dc0-25f7-4edf-b580-73aafae44d9d
The Nightingale,Kristina Ceyton,True,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The Nightingale (2019),c62e9683-f9ed-4aa1-a7a1-c7d39187bc97,d391e800-82e7-4655-af53-4e8a5dac2622
The Nightingale,Bruna Papandrea,True,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The Nightingale (2019),c62e9683-f9ed-4aa1-a7a1-c7d39187bc97,44fae8c8-d758-4c4d-95d5-a690c130a42a
The Nightingale,Steve Hutensky,True,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The Nightingale (2019),c62e9683-f9ed-4aa1-a7a1-c7d39187bc97,2162ce6c-893d-401f-8b99-91fb40f83a12
The Nightingale,Jennifer Kent,True,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,The Nightingale (2019),c62e9683-f9ed-4aa1-a7a1-c7d39187bc97,592fb5a3-18df-4678-b43e-ac67046f3976
Ride Like a Girl,Richard Keddie,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Ride Like a Girl (2019),5e0fef17-1365-49ab-8aab-9c6426bbea21,a14f0fd1-1cd3-47e7-a14b-67b702a481a9
Ride Like a Girl,Rachel Griffiths,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Ride Like a Girl (2019),5e0fef17-1365-49ab-8aab-9c6426bbea21,82022338-801a-419b-95a1-1c4d5b81763b
Ride Like a Girl,Susie Montague,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Ride Like a Girl (2019),5e0fef17-1365-49ab-8aab-9c6426bbea21,fba797d0-b397-4320-aeba-760f5e59f7b3
Top End Wedding,Rosemary Blight,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Top End Wedding (2019),ac2fef20-8c20-4a9e-834e-e44e695191a0,68598e74-2228-431f-bfa2-a5bd3ac1dc4f
Top End Wedding,Kylie du Fresne,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Top End Wedding (2019),ac2fef20-8c20-4a9e-834e-e44e695191a0,ae0384c2-56d9-47af-9b66-ff5c5c197e9d
Top End Wedding,Kate Croser,False,AACTA Award for Best Film Presented by Foxtel,2019,feature-film,Top End Wedding (2019),ac2fef20-8c20-4a9e-834e-e44e695191a0,b058c40a-e4f6-4d14-8ced-e51b19e2f0a1
Babyteeth,Alex White,True,AACTA Award for Best Film Presented by Foxtel,2020,film,Babyteeth (2020),254faeb7-d3e1-4b9d-a2c5-938162c9e2a0,d24b35e8-4944-4a0a-b99e-2e3d0990a887
H Is For Happiness,Julie Ryan,False,AACTA Award for Best Film Presented by Foxtel,2020,film,H Is For Happiness (2020),3783c7ca-d711-465e-a120-8f3ea21e00f7,7eb91846-abe0-4a34-88c2-5e5f0dbf6ad2
H Is For Happiness,Tenille Kennedy,False,AACTA Award for Best Film Presented by Foxtel,2020,film,H Is For Happiness (2020),3783c7ca-d711-465e-a120-8f3ea21e00f7,378a3d48-26dc-4e5b-96b5-ef78941433fb
H Is For Happiness,Lisa Hoppe,False,AACTA Award for Best Film Presented by Foxtel,2020,film,H Is For Happiness (2020),3783c7ca-d711-465e-a120-8f3ea21e00f7,e3201683-3062-4a2d-82d7-bb2a6876a1f6
I Am Woman,Rosemary Blight,False,AACTA Award for Best Film Presented by Foxtel,2020,film,I Am Woman (2020),624b34d6-e4fa-4117-aac8-0e4cf6d7c42f,68598e74-2228-431f-bfa2-a5bd3ac1dc4f
I Am Woman,Unjoo Moon,False,AACTA Award for Best Film Presented by Foxtel,2020,film,I Am Woman (2020),624b34d6-e4fa-4117-aac8-0e4cf6d7c42f,57319335-3bce-4106-a8e3-bba8c18f1b04
The Invisible Man,Kylie du Fresne,False,AACTA Award for Best Film Presented by Foxtel,2020,film,The Invisible Man (2020),b9f14c91-a244-4dd5-82ec-5531dbd1c4de,ae0384c2-56d9-47af-9b66-ff5c5c197e9d
The Invisible Man,Jason Blum,False,AACTA Award for Best Film Presented by Foxtel,2020,film,The Invisible Man (2020),b9f14c91-a244-4dd5-82ec-5531dbd1c4de,9b930d8f-b981-4148-a426-2a6a1a5b2fb1
Relic,Anna McLeish,False,AACTA Award for Best Film Presented by Foxtel,2020,film,Relic (2020),a4e25091-e4fa-4db1-aac2-7c56d276f6de,5491a82f-f6f7-4624-9079-34066c8d8190
Relic,Sarah Shaw,False,AACTA Award for Best Film Presented by Foxtel,2020,film,Relic (2020),a4e25091-e4fa-4db1-aac2-7c56d276f6de,ec52df30-ba2c-47b9-a7c4-f471a9e191e8
True History of the Kelly Gang,Hal Vogel,False,AACTA Award for Best Film Presented by Foxtel,2020,film,True History of the Kelly Gang (2020),744b866c-0a5f-481b-9e37-176b94598c48,4d1cb2cf-372d-435f-856b-350cf3d92af0
True History of the Kelly Gang,Liz Watts,False,AACTA Award for Best Film Presented by Foxtel,2020,film,True History of the Kelly Gang (2020),744b866c-0a5f-481b-9e37-176b94598c48,b9433c2a-3cbd-45b4-8e6b-3cb57fc5ff01
True History of the Kelly Gang,Justin Kurzel,False,AACTA Award for Best Film Presented by Foxtel,2020,film,True History of the Kelly Gang (2020),744b866c-0a5f-481b-9e37-176b94598c48,1738417e-8ed8-4035-b5f5-73f2a91195da
True History of the Kelly Gang,Paul Ranford,False,AACTA Award for Best Film Presented by Foxtel,2020,film,True History of the Kelly Gang (2020),744b866c-0a5f-481b-9e37-176b94598c48,3ef4eb81-860e-4018-bb58-3e5cb1bf6490
The Dry,Bruna Papandrea,False,AACTA Award for Best Film,2021,film,The Dry (2021),eba2a2f3-670e-4f48-9a11-8dc9694a8bd1,44fae8c8-d758-4c4d-95d5-a690c130a42a
The Dry,Jodi Matterson,False,AACTA Award for Best Film,2021,film,The Dry (2021),eba2a2f3-670e-4f48-9a11-8dc9694a8bd1,3004d97b-cb14-44f9-9b5d-be31bad51c95
The Dry,Steve Hutensky,False,AACTA Award for Best Film,2021,film,The Dry (2021),eba2a2f3-670e-4f48-9a11-8dc9694a8bd1,2162ce6c-893d-401f-8b99-91fb40f83a12
The Dry,Rob Connolly,False,AACTA Award for Best Film,2021,film,The Dry (2021),eba2a2f3-670e-4f48-9a11-8dc9694a8bd1,13615d6d-f588-46bb-a19c-5b61a50bd97e
The Dry,Eric Bana,False,AACTA Award for Best Film,2021,film,The Dry (2021),eba2a2f3-670e-4f48-9a11-8dc9694a8bd1,786f3661-2a28-4fed-bc34-fc90034679a1
The Furnace,Timothy White,False,AACTA Award for Best Film,2021,film,The Furnace (2021),37c9f04b-f2db-4c92-9cb2-bfd73a097384,4af5b64f-5faf-44c6-99bc-8476ec0e14ea
The Furnace,Tenille Kennedy,False,AACTA Award for Best Film,2021,film,The Furnace (2021),37c9f04b-f2db-4c92-9cb2-bfd73a097384,378a3d48-26dc-4e5b-96b5-ef78941433fb
High Ground,David Jowsey,False,AACTA Award for Best Film,2021,film,High Ground (2021),44bdeda5-27e7-4d16-8beb-0cd841b8b31a,b5f4499b-f9e7-4352-9c90-7bc9d0ef684b
High Ground,Maggie Miles,False,AACTA Award for Best Film,2021,film,High Ground (2021),44bdeda5-27e7-4d16-8beb-0cd841b8b31a,6a517eef-c10f-4e58-a339-e306406d93cb
High Ground,Witiyana Marika,False,AACTA Award for Best Film,2021,film,High Ground (2021),44bdeda5-27e7-4d16-8beb-0cd841b8b31a,9746e249-8943-4b29-863e-405e7ac2b189
High Ground,Greer Simpkin,False,AACTA Award for Best Film,2021,film,High Ground (2021),44bdeda5-27e7-4d16-8beb-0cd841b8b31a,5da28a6f-48f9-4fd1-ae73-ed2a9f50fd23
High Ground,Stephen Maxwell Johnson,False,AACTA Award for Best Film,2021,film,High Ground (2021),44bdeda5-27e7-4d16-8beb-0cd841b8b31a,c026516b-63fc-46a7-a055-ead1cba746ff
Nitram,Nick Batzias,True,AACTA Award for Best Film,2021,film,Nitram (2021),7b00eaca-49b7-4bf7-b4f7-b9ab189659c3,5df55af0-f293-4b26-92e9-104b46e09b24
Nitram,Virginia Whitwell,True,AACTA Award for Best Film,2021,film,Nitram (2021),7b00eaca-49b7-4bf7-b4f7-b9ab189659c3,1e136582-0c1a-4394-b0b9-fa68a414244e
Nitram,Justin Kurzel,True,AACTA Award for Best Film,2021,film,Nitram (2021),7b00eaca-49b7-4bf7-b4f7-b9ab189659c3,1738417e-8ed8-4035-b5f5-73f2a91195da
Nitram,Shaun Grant,True,AACTA Award for Best Film,2021,film,Nitram (2021),7b00eaca-49b7-4bf7-b4f7-b9ab189659c3,d289c5b7-e576-4cfd-aa07-4812b60e934b
Penguin Bloom,Bruna Papandrea,False,AACTA Award for Best Film,2021,film,Penguin Bloom (2021),84a60f35-1d07-4a2c-b158-088ebb24c65c,44fae8c8-d758-4c4d-95d5-a690c130a42a
Penguin Bloom,Steve Hutensky,False,AACTA Award for Best Film,2021,film,Penguin Bloom (2021),84a60f35-1d07-4a2c-b158-088ebb24c65c,2162ce6c-893d-401f-8b99-91fb40f83a12
Penguin Bloom,Emma J Cooper,False,AACTA Award for Best Film,2021,film,Penguin Bloom (2021),84a60f35-1d07-4a2c-b158-088ebb24c65c,c2936d53-f755-4168-843a-67046954cda9
Penguin Bloom,Naomi Watts,False,AACTA Award for Best Film,2021,film,Penguin Bloom (2021),84a60f35-1d07-4a2c-b158-088ebb24c65c,3f9d78f7-022e-41d2-ae97-029bbdced925
Penguin Bloom,Jodi Matterson,False,AACTA Award for Best Film,2021,film,Penguin Bloom (2021),84a60f35-1d07-4a2c-b158-088ebb24c65c,3004d97b-cb14-44f9-9b5d-be31bad51c95
Rams,Janelle Landers,False,AACTA Award for Best Film,2021,film,Rams (2021),3eb93330-7096-43f1-966b-0530b0187c50,6d9e0d7c-ceb7-44e6-9203-dcb49fa29e99
Rams,Aidan O'Bryan,False,AACTA Award for Best Film,2021,film,Rams (2021),3eb93330-7096-43f1-966b-0530b0187c50,3d76c7a3-a0d1-4117-9f88-b611600a0b83
